Dataset,Mixture Label,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID
Snitz 1,16,10890,7519,323,7583,7762,26331,8892,7888,443158,16666,8635,91497,8918,957,18827,8118,8030,6989,5634,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,17,14286,31276,7600,7519,11002,6982,307,323,5283349,7762,26331,3314,7363,8892,8103,7888,443158,16666,8635,7059,91497,957,18827,7770,6736,8030,6989,10722,5634,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,18,14286,7710,31276,10890,7600,7519,11002,6982,307,323,2879,7731,5283349,7583,7762,26331,3314,7363,8892,8103,7888,443158,16666,8635,7059,62444,91497,8918,957,18827,7991,7770,8118,6736,8030,6989,10722,5634,10430,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,19,7731,8892,7888,7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,20,62336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,21,6501,264,6259976,8797,7685,7632,22201,2758,460,8129,5281168,62336,798,61016,20859,61138,10821,6054,1140,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,22,6501,62433,264,5281515,7685,326,7966,8148,24915,7632,22201,31252,19310,2758,8130,8129,6184,12178,798,61016,7119,20859,999,10821,6054,6544,6654,1140,7714,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,23,7410,6501,62433,240,93009,264,5281515,6259976,8797,7685,326,7966,8148,24915,7632,22201,31252,19310,7749,2758,460,8130,8129,6184,12178,5281168,62336,798,61016,7119,20859,61138,999,10821,6054,6544,6654,1140,7714,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,24,7749,61138,6054,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,25,7600,62433,307,5283349,443158,8635,8918,999,6736,10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,26,7410,10890,7519,7685,24915,26331,8129,16666,7770,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,27,7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,28,7410,10890,93009,6259976,2879,8797,7685,24915,8103,5281168,7888,16666,18827,7991,6054,6654,7770,8030,5634,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,29,7410,10890,93009,11002,8797,7685,7731,7966,24915,7583,26331,5281168,7888,798,61016,16666,7119,20859,18827,7991,6054,6654,7770,8118,8030,1140,7714,5634,10430,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,30,7410,10890,7519,93009,11002,6259976,323,2879,8797,7685,7731,326,7966,24915,31252,7583,26331,460,8129,8103,5281168,7888,798,61016,16666,7119,20859,18827,7991,10821,6054,6654,7770,8118,8030,1140,7714,5634,10430,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,31,5281168,10890,2879,7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,32,31276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,33,14286,7710,31276,7600,5281515,6982,5283349,7632,7762,3314,6184,443158,91497,8918,957,61138,999,6544,6989,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,34,14286,7710,31276,7600,62433,240,264,5281515,6982,307,5283349,7632,22201,19310,7749,2758,3314,6184,8892,443158,7059,91497,8918,957,61138,6544,6736,6989,10722,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,35,14286,6501,7710,31276,7600,62433,240,264,5281515,6982,307,5283349,8148,7632,22201,19310,7762,7749,2758,3314,7363,8130,6184,8892,12178,62336,443158,8635,7059,62444,91497,8918,957,61138,999,6544,6736,6989,10722,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,36,62433,7363,443158,61138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,37,14286,7600,3314,16666,91497,18827,7991,7770,6989,5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,38,61199,10890,93009,264,6259976,24915,7762,460,8129,5281168,443158,8918,957,999,17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,39,61199,6501,264,2879,7731,326,24915,7762,460,8129,8892,12178,5281168,443158,4133,999,10821,17100,11552,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,40,61199,6501,31276,10890,7519,240,93009,11002,6259976,2879,7685,7731,326,5283349,7583,460,8129,8892,12178,443158,4133,8918,957,61138,999,10821,6544,17100,11552,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,41,61199,6501,31276,10890,7519,240,93009,264,11002,6259976,2879,8797,7685,7731,326,7966,5283349,9609,24915,7583,7762,26331,460,8129,8892,12178,5281168,443158,20859,4133,62444,8918,957,61138,999,10821,6544,6736,17100,31277,10722,11552,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,42,7410,7710,7600,62433,307,7749,3314,61016,16666,91497,6054,6654,8030,5634,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,43,7410,14286,7710,7600,62433,5281515,6982,22201,7749,3314,8130,8103,7888,16666,91497,6654,7770,5634,10430,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,44,6501,8797,326,26331,8129,12178,999,6544,6736,11552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,45,7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,46,6501,460,999,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,47,7410,7710,7600,62433,5281515,6982,307,7632,22201,31252,19310,7749,3314,6184,7888,61016,16666,7119,91497,18827,7991,6054,6654,7770,8118,8030,6989,7714,5634,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,48,7410,14286,7710,7600,62433,5281515,6982,307,323,8148,7632,22201,31252,19310,7749,2758,3314,7363,8130,6184,8103,62336,7888,798,61016,16666,7119,8635,7059,91497,18827,7991,6054,6654,7770,8118,8030,6989,1140,7714,5634,10430,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 1,49,7600,62433,7991,6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,1,326,26331,6544,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,2,7710,62433,7519,7685,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,3,31276,62433,7519,8129,12178,18827,10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,4,62433,8797,2758,3314,8635,61138,6054,6544,10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,5,7410,240,93009,8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,6,7519,8148,31252,8103,5281168,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,7,240,307,7731,2758,12178,62336,8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,8,31276,8148,7762,18827,7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,9,7710,93009,8130,8103,5281168,7059,8918,7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,10,11002307,7685,12178,4133,7991,6054,7770,7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,11,240,2758,8130,8129,5281168,7059,4133,8918,957,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,12,7410,326,2758,62444,7770,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,13,7410,7519,11002,8797,8129,5281168,6654,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitz 2,14,8797,7731,7966,3314,62336,7059,7991,61138,6054,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,1,7799,176,7363,14286,8025,6561,11552,12020,22386,9609,84682,8063,8857,7895,7284,11173,8103,637566,638011,10890,24915,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,2,7799,6590,61138,11552,62336,9609,6276,7895,7284,261,5284503,637566,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,3,7799,7150,14286,264,11552,62336,263,9609,7895,261,8103,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,4,7799,1068,3776,61138,7793,264,527,263,84682,10448,7284,11173,5318042,637566,638011,10890,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,5,1068,6590,1031,176,180,3776,7363,7150,14286,8025,6561,443158,22386,1032,6569,84682,8063,6276,8857,7895,261,5284503,5318042,8103,10890,24915,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,6,7799,6590,31244,176,7150,8025,7793,443158,11552,1032,8063,7284,5284503,5318042,638011,24915,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,7,31244,176,180,3776,7363,7150,14286,19310,443158,11552,22386,62336,263,9609,8063,7895,5284503,5318042,638011,637776,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,8,6590,31244,180,3776,7363,14286,61138,6561,443158,11552,12020,62336,263,84682,8063,6276,10448,7895,11173,261,5284503,5318042,638011,10890,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,9,7799,7363,61138,8025,443158,264,12020,527,263,1032,84682,10448,7895,7284,11173,8103,637566,638011,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,10,7799,1068,6590,31244,7150,61138,7793,443158,22386,5284503,637566,10890,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,11,7799,1068,6590,31244,176,180,7150,61138,8025,6561,443158,22386,62336,527,9609,1032,6569,84682,6276,10448,8857,7895,11173,5284503,5318042,8103,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,12,1068,6590,31244,1031,176,180,3776,7363,7150,7793,12020,6584,1032,6569,8857,637566,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,13,7799,1031,176,180,14286,8025,6561,7793,264,11552,12020,22386,263,6584,84682,8063,5284503,5318042,8103,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,14,7799,6590,31244,1031,180,3776,7363,7150,14286,61138,19310,443158,264,12020,22386,62336,527,263,6584,1032,84682,6276,7895,7284,5284503,638011,637776,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,15,1031,7363,14286,19310,12020,263,1032,6569,8063,6276,7895,7284,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,16,31244,7150,8025,11552,22386,6584,6569,6276,10448,7895,7284,261,5284503,638011,637776,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,17,7799,1068,6590,1031,7150,61138,8025,19310,6561,7793,11552,12020,263,6276,10448,7895,261,5284503,5318042,638011,637776,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,18,6590,31244,176,180,7363,7150,61138,8025,19310,6561,443158,11552,12020,62336,263,9609,1032,6276,10448,7895,7284,8103,638011,637776,24915,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,19,7799,6590,31244,1031,180,3776,7363,61138,8025,19310,6561,443158,264,22386,62336,527,263,6584,6569,10448,8857,7284,11173,261,5318042,8103,638011,637776,31266,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,20,7799,1068,6590,31244,176,180,3776,7150,14286,61138,19310,6561,443158,11552,527,9609,1032,6569,10448,8857,7895,7284,11173,261,637566,637776,10890,31266,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,21,1068,1031,176,180,7363,61138,19310,443158,22386,62336,9609,6584,1032,6569,84682,8063,6276,5284503,8103,637566,638011,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,22,31244,176,3776,6561,264,9609,6584,84682,6276,11173,261,8103,637566,637776,24915,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,23,6590,31244,3776,7150,61138,19310,7793,22386,62336,527,9609,6584,1032,8857,7895,5284503,8103,637566,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,24,6590,180,6561,22386,527,263,6569,10448,8857,637776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,25,7799,176,7363,19310,6561,264,12020,62336,84682,8857,7895,7284,5318042,638011,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,26,6590,31244,7363,61138,19310,6561,264,1032,6569,84682,10448,261,5284503,5318042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,27,6590,31244,176,180,61138,8025,19310,7793,443158,12020,527,263,1032,6569,84682,8063,7895,11173,261,5284503,5318042,637566,638011,637776,10890,31266,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,28,1031,176,7363,7150,8025,6561,7793,11552,527,6584,1032,10448,7895,7284,11173,5284503,637566,638011,10890,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,29,6590,31244,3776,7150,6561,7793,443158,264,12020,527,263,9609,8063,6276,8857,7895,7284,261,5318042,8103,638011,24915,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,30,7799,1031,176,3776,7793,22386,9609,8063,7895,11173,5318042,638011,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,31,6590,31244,1031,180,7363,61138,264,22386,527,263,10448,7284,5318042,8103,637776,10890,31266,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,32,7799,180,3776,7363,61138,8025,19310,6561,7793,264,12020,22386,527,263,6584,8063,8857,7895,7284,5284503,8103,638011,10890,24915,31266,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,33,1068,6590,1031,3776,7150,14286,19310,12020,8063,6276,8857,7284,5318042,8103,637566,638011,10890,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,34,6590,7150,14286,61138,7793,443158,11552,22386,263,9609,84682,8063,8857,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
